net,length_um
_10026_,100.88
_06624_,100.86
_03682_,100.84
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[30\],100.8
_09202_,100.74
top_inst.grid_inst.rows\[3\].cols\[1\].pe_inst.weight_reg\[3\],100.63
_02003_,100.62
_10054_,100.555
_05278_,100.46
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.sum_output\[7\],100.16
clknet_leaf_77_clk,100.16
clknet_leaf_121_clk,100.02
clknet_leaf_47_clk,100
_04543_,99.94
_08697_,99.88
_05137_,99.72
_11677_,99.64
_07087_,99.6
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.sum_output\[10\],99.6
clknet_leaf_5_clk,99.57
_05297_,99.38
_07635_,99.28
_05287_,99.24
top_inst.deskew_buff_inst.col_input\[26\],99.24
_11682_,99.18
top_inst.grid_inst.data_path_wires\[1\]\[3\],98.98
top_inst.deskew_buff_inst.col_input\[21\],98.84
_09214_,98.78
_05757_,98.76
_10056_,98.725
_01353_,98.56
clknet_leaf_22_clk,98.56
top_inst.grid_inst.data_path_wires\[13\]\[5\],98.5
_08149_,98.41
clknet_leaf_70_clk,98.28
top_inst.grid_inst.data_path_wires\[3\]\[7\],98.115
_06618_,98.05
_04575_,97.84
net400,97.7
net934,97.7
_05035_,97.62
_08532_,97.62
_05076_,97.495
top_inst.deskew_buff_inst.col_input\[17\],97.29
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.weight_reg\[1\],97.29
top_inst.grid_inst.data_path_wires\[11\]\[2\],97.28
top_inst.grid_inst.data_path_wires\[2\]\[2\],97.28
top_inst.grid_inst.data_path_wires\[8\]\[0\],97.2
clknet_leaf_30_clk,97.1
_04163_,96.62
_09186_,96.465
_11692_,96.32
_01992_,96.21
_04524_,96.2
clknet_leaf_126_clk,96.07
_09192_,96.06
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.sum_output\[7\],96.06
_06208_,96.055
_05280_,96.03
top_inst.grid_inst.data_path_wires\[7\]\[5\],96
top_inst.grid_inst.rows\[3\].cols\[0\].pe_inst.weight_reg\[4\],95.92
_07594_,95.71
_03375_,95.63
_03894_,95.58
_03698_,95.54
_05286_,95.49
_11158_,95.38
clknet_leaf_37_clk,95.305
_05110_,95.165
_08676_,95.14
clknet_leaf_104_clk,95.12
_08693_,95.1
_02015_,95.04
top_inst.grid_inst.data_path_wires\[8\]\[4\],95.04
_09215_,94.98
clknet_leaf_105_clk,94.78
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.sum_output\[25\],94.7
clknet_leaf_108_clk,94.68
net981,94.56
_04951_,94.235
_09623_,94.195
_05282_,94.155
_07050_,94.12
_10591_,94.02
top_inst.grid_inst.data_path_wires\[11\]\[3\],93.92
_05151_,93.88
_05168_,93.78
clknet_leaf_48_clk,93.56
_07082_,93.545
_04889_,93.52
_11164_,93.52
_05302_,93.5
_06648_,93.335
clknet_leaf_129_clk,93.23
clknet_leaf_89_clk,93.16
_07069_,93.11
_06183_,93.09
clknet_leaf_15_clk,93.08
_05273_,92.88
clknet_leaf_9_clk,92.88
_06652_,92.865
_07590_,92.78
clknet_leaf_76_clk,92.72
_05050_,92.68
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.weight_reg\[2\],92.64
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.sum_output\[6\],92.64
_01528_,92.42
_05296_,92.4
_03705_,92.205
_01764_,91.94
_11213_,91.84
top_inst.grid_inst.data_path_wires\[8\]\[7\],91.82
_02006_,91.8
_11683_,91.765
_05209_,91.5
clknet_leaf_42_clk,91.46
_04929_,91.2
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[5\],91.04
_07629_,91.02
top_inst.grid_inst.rows\[3\].cols\[1\].pe_inst.weight_reg\[1\],91
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.sum_output\[5\],90.995
net958,90.96
_07627_,90.94
net968,90.92
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.sum_output\[9\],90.88
clknet_leaf_62_clk,90.7
top_inst.grid_inst.data_path_wires\[12\]\[4\],90.69
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.weight_reg\[3\],90.545
_08695_,90.44
_04522_,90.375
_06958_,90.32
_04498_,89.94
_09726_,89.875
_05183_,89.86
_09193_,89.86
top_inst.grid_inst.data_path_wires\[12\]\[0\],89.86
top_inst.grid_inst.data_path_wires\[11\]\[5\],89.8
clknet_leaf_110_clk,89.76
top_inst.grid_inst.data_path_wires\[7\]\[3\],89.565
top_inst.grid_inst.data_path_wires\[11\]\[1\],89.54
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.sum_output\[2\],89.54
clknet_leaf_113_clk,89.5
_05063_,89.44
_05022_,89.34
_03673_,89.16
_10599_,89.16
_11243_,89.02
clknet_leaf_134_clk,88.675
_07280_,88.56
top_inst.grid_inst.rows\[3\].cols\[2\].pe_inst.weight_reg\[2\],88.46
_01783_,88.395
net483,88.32
_11678_,88.23
_05248_,87.97
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[3\],87.74
_10413_,87.72
_08169_,87.65
_05271_,87.56
_08664_,87.54
top_inst.deskew_buff_inst.col_input\[14\],87.535
_10052_,87.4
_09588_,87.32
_05191_,87.12
top_inst.deskew_buff_inst.col_input\[18\],87.11
top_inst.grid_inst.data_path_wires\[7\]\[0\],86.74
_05141_,86.65
net435,86.52
_09624_,86.49
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.sum_output\[5\],86.28
_09055_,86.22
_10597_,86.12
top_inst.deskew_buff_inst.col_input\[2\],86.12
_02466_,86.1
_09419_,86.09
_03707_,86.08
_09919_,85.92
top_inst.deskew_buff_inst.col_input\[23\],85.82
_03421_,85.7
clknet_leaf_52_clk,85.66
_08587_,85.46
_07079_,85.3
_02882_,85.185
top_inst.axis_in_inst.inbuf_bus\[24\],85.12
_01480_,85.02
clknet_leaf_119_clk,85.02
_03278_,84.93
_11114_,84.7
_10600_,84.625
top_inst.deskew_buff_inst.col_input\[15\],84.56
_05049_,84.52
_08096_,84.52
clknet_leaf_130_clk,84.44
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.sum_output\[8\],84.405
top_inst.grid_inst.data_path_wires\[1\]\[2\],84.38
_02227_,84.26
top_inst.grid_inst.data_path_wires\[18\]\[0\],84.26
_05729_,84.2
top_inst.grid_inst.data_path_wires\[11\]\[4\],84.15
clknet_leaf_58_clk,84.09
_11116_,83.92
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.sum_output\[10\],83.79
_11169_,83.775
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.sum_output\[2\],83.72
_04685_,83.695
_06195_,83.68
_05036_,83.62
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.sum_output\[8\],83.59
_07086_,83.54
clknet_leaf_25_clk,83.38
top_inst.grid_inst.rows\[0\].cols\[1\].pe_inst.sum_output\[3\],83.34
top_inst.grid_inst.data_path_wires\[18\]\[2\],83.32
net437,83.3
top_inst.grid_inst.data_path_wires\[12\]\[1\],83.26
_03700_,83.22
_04857_,83.16
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.sum_output\[5\],83.16
_04831_,83.07
clknet_leaf_18_clk,82.84
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.weight_reg\[0\],82.745
top_inst.grid_inst.rows\[0\].cols\[1\].pe_inst.sum_output\[2\],82.74
top_inst.grid_inst.rows\[3\].cols\[2\].pe_inst.weight_reg\[6\],82.66
clknet_leaf_34_clk,82.64
top_inst.deskew_buff_inst.col_input\[96\],82.58
_07059_,82.5
_11662_,82.46
_11336_,82.375
_02464_,82.28
_10969_,82.16
top_inst.grid_inst.rows\[0\].cols\[1\].pe_inst.sum_output\[1\],82
_08975_,81.785
_01394_,81.4
_05155_,81.39
top_inst.grid_inst.data_path_wires\[6\]\[7\],81.34
top_inst.grid_inst.data_path_wires\[6\]\[0\],81.32
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.weight_reg\[4\],81.19
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.weight_reg\[3\],81.03
_10923_,81.02
_05018_,81
net954,80.955
_05716_,80.88
clknet_leaf_101_clk,80.88
top_inst.grid_inst.rows\[3\].cols\[2\].pe_inst.weight_reg\[4\],80.86
top_inst.grid_inst.data_path_wires\[6\]\[5\],80.685
top_inst.grid_inst.data_path_wires\[8\]\[5\],80.64
top_inst.grid_inst.data_path_wires\[3\]\[1\],80.61
_05243_,80.5
_08666_,80.42
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.weight_reg\[2\],80.22
_11697_,80.025
_11238_,79.98
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.sum_output\[12\],79.895
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.sum_output\[1\],79.88
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[6\],79.85
_02364_,79.78
_10619_,79.78
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.weight_reg\[6\],79.76
_07593_,79.48
clknet_leaf_11_clk,79.48
_03892_,79.42
net408,79.36
top_inst.grid_inst.data_path_wires\[13\]\[2\],79.32
_08683_,79.31
_10377_,79.31
_05156_,79.28
_02839_,79.24
top_inst.deskew_buff_inst.col_input\[11\],79.08
top_inst.grid_inst.data_path_wires\[12\]\[7\],79.06
_04218_,79.05
_01762_,79.04
_04215_,78.68
top_inst.grid_inst.rows\[3\].cols\[3\].pe_inst.weight_reg\[6\],78.68
_05750_,78.465
clknet_leaf_69_clk,78.46
_01527_,78.34
_09191_,78.3
_06210_,78.125
_07924_,78.095
_02518_,77.9
clknet_leaf_26_clk,77.88
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.weight_reg\[3\],77.84
net327,77.78
_05195_,77.77
_05247_,77.74
_07102_,77.72
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.sum_output\[11\],77.72
_02838_,77.62
_05715_,77.6
top_inst.deskew_buff_inst.col_input\[10\],77.58
_05234_,77.48
_01761_,77.38
_05235_,77.32
top_inst.grid_inst.rows\[1\].cols\[2\].pe_inst.weight_reg\[2\],77.27
clknet_leaf_31_clk,77.22
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.weight_reg\[1\],77.12
_11514_,77.08
clknet_leaf_124_clk,77.06
clknet_leaf_136_clk,76.91
_08686_,76.9
clknet_leaf_107_clk,76.9
_08145_,76.86
top_inst.grid_inst.data_path_wires\[13\]\[0\],76.84
_11176_,76.78
_02800_,76.7
clknet_leaf_84_clk,76.64
_01350_,76.62
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.sum_output\[10\],76.46
_11300_,76.28
top_inst.grid_inst.data_path_wires\[7\]\[4\],76.24
_11693_,76.1
clknet_leaf_1_clk,76.1
_08154_,75.98
_02365_,75.86
_08543_,75.82
net1059,75.5
_11351_,75.46
clknet_leaf_12_clk,75.4
_11479_,75.38
clknet_leaf_112_clk,75.3
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.weight_reg\[0\],75.26
_03658_,75.24
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.sum_output\[7\],75.24
top_inst.grid_inst.rows\[0\].cols\[1\].pe_inst.sum_output\[0\],75.09
net779,75
_07572_,74.97
_02007_,74.92
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.sum_output\[4\],74.91
_00516_,74.905
clknet_leaf_91_clk,74.9
clknet_leaf_131_clk,74.86
_04930_,74.84
clknet_leaf_85_clk,74.74
clknet_leaf_66_clk,74.445
_03074_,74.39
net420,74.26
_02827_,74.195
_10024_,74.18
_08097_,74.16
top_inst.grid_inst.data_path_wires\[6\]\[4\],74.16
_02051_,74.06
_05293_,74.02
clknet_leaf_78_clk,73.96
_07621_,73.935
top_inst.axis_in_inst.inbuf_bus\[26\],73.82
_05196_,73.8
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.sum_output\[5\],73.78
top_inst.axis_out_inst.out_buff_data\[61\],73.68
_11714_,73.54
_04489_,73.48
_05058_,73.42
net9,73.34
_10166_,73.26
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.weight_reg\[3\],73.23
_05488_,72.84
_03210_,72.74
_05143_,72.7
clknet_leaf_68_clk,72.7
_05323_,72.68
_07618_,72.68
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.weight_reg\[6\],72.68
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.sum_output\[1\],72.6
_05164_,72.315
_09377_,72.01
clknet_leaf_106_clk,71.98
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.sum_output\[31\],71.9
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.sum_output\[0\],71.835
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.weight_reg\[1\],71.76
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.sum_output\[3\],71.7
top_inst.grid_inst.rows\[3\].cols\[2\].pe_inst.weight_reg\[3\],71.62
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.sum_output\[12\],71.58
_11137_,71.49
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.sum_output\[6\],71.46
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.weight_reg\[1\],71.42
_01304_,71.34
clknet_leaf_61_clk,71.27
_05528_,71.26
clknet_leaf_56_clk,71.22
top_inst.grid_inst.rows\[1\].cols\[2\].pe_inst.weight_reg\[1\],71.1
_04216_,71.04
_05062_,71
_10139_,70.96
clknet_leaf_29_clk,70.96
_05597_,70.76
top_inst.axis_in_inst.inbuf_bus\[25\],70.76
clknet_leaf_14_clk,70.7
_11268_,70.52
top_inst.grid_inst.rows\[1\].cols\[3\].pe_inst.weight_reg\[2\],70.48
_08374_,70.32
_07980_,70.26
top_inst.grid_inst.rows\[1\].cols\[2\].pe_inst.sum_output\[6\],70.22
_03245_,69.96
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.sum_output\[3\],69.92
clknet_leaf_97_clk,69.84
_05318_,69.82
_07725_,69.72
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.weight_reg\[2\],69.675
net426,69.62
clknet_leaf_133_clk,69.52
_07241_,69.5
top_inst.grid_inst.data_path_wires\[2\]\[1\],69.46
_10773_,69.4
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.sum_output\[3\],69.32
_11305_,69.29
clknet_leaf_72_clk,69.24
top_inst.grid_inst.rows\[3\].cols\[3\].pe_inst.weight_reg\[1\],69.14
_10231_,68.86
clknet_leaf_80_clk,68.86
_04025_,68.58
_09721_,68.54
clknet_leaf_90_clk,68.46
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.weight_reg\[4\],68.36
_11469_,68.34
_05208_,68.275
clknet_leaf_2_clk,68.24
_06049_,68.2
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.sum_output\[6\],68.04
_10194_,67.76
top_inst.deskew_buff_inst.col_input\[3\],67.74
_10791_,67.68
net953,67.66
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.sum_output\[7\],67.56
_07845_,67.47
clknet_leaf_13_clk,67.44
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[4\],67.3
_02826_,67.26
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.weight_reg\[3\],67.26
_10015_,67.24
clknet_leaf_17_clk,67.22
clknet_leaf_10_clk,67.14
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.sum_output\[13\],67.12
_05230_,67.02
_10016_,67.02
_03077_,66.92
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.weight_reg\[2\],66.9
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.weight_reg\[6\],66.645
top_inst.deskew_buff_inst.col_input\[4\],66.6
_07450_,66.54
_04856_,66.52
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.sum_output\[14\],66.325
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.weight_reg\[4\],66.26
_10239_,66.195
clknet_leaf_88_clk,66.04
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.sum_output\[25\],66
_05010_,65.68
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.sum_output\[4\],65.68
_00390_,65.645
top_inst.deskew_buff_inst.col_input\[64\],65.64
_07022_,65.62
top_inst.grid_inst.rows\[3\].cols\[3\].pe_inst.weight_reg\[3\],65.49
clknet_leaf_111_clk,65.46
_06098_,65.38
_06636_,65.14
_08812_,65.08
_01982_,64.98
_02034_,64.7
top_inst.grid_inst.rows\[0\].cols\[1\].pe_inst.sum_output\[4\],64.58
_11708_,64.52
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.sum_output\[15\],64.48
clknet_leaf_46_clk,64.46
_03399_,64.42
net343,64.26
_03697_,64.24
top_inst.grid_inst.rows\[1\].cols\[2\].pe_inst.weight_reg\[3\],64.24
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.sum_output\[12\],64.18
top_inst.grid_inst.rows\[3\].cols\[2\].pe_inst.weight_reg\[1\],64.04
top_inst.grid_inst.data_path_wires\[7\]\[6\],63.99
_11071_,63.9
clknet_leaf_51_clk,63.9
_07364_,63.895
clknet_leaf_141_clk,63.84
_07467_,63.8
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[8\],63.77
_09583_,63.72
clknet_leaf_82_clk,63.5
_08095_,63.46
clknet_leaf_32_clk,63.44
_07647_,63.42
top_inst.axis_in_inst.inbuf_bus\[28\],63.12
_08846_,63.08
top_inst.grid_inst.rows\[0\].cols\[1\].pe_inst.sum_output\[8\],63.06
_05023_,63.02
top_inst.grid_inst.rows\[1\].cols\[3\].pe_inst.weight_reg\[3\],62.88
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.weight_reg\[0\],62.84
clknet_leaf_86_clk,62.84
_06054_,62.8
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.weight_reg\[3\],62.775
net561,62.76
_08415_,62.68
top_inst.axis_in_inst.inbuf_bus\[29\],62.68
_08776_,62.42
top_inst.axis_out_inst.out_buff_enabled,62.4
_02460_,62.32
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.sum_output\[4\],62.275
top_inst.grid_inst.data_path_wires\[17\]\[2\],62.26
top_inst.grid_inst.data_path_wires\[1\]\[1\],62.2
_08386_,62.14
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.sum_output\[7\],62.125
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.sum_output\[10\],62.1
_10282_,62.04
clknet_leaf_8_clk,61.52
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.sum_output\[14\],61.38
_10933_,61.24
top_inst.axis_out_inst.out_buff_data\[63\],60.98
_01561_,60.52
net964,60.38
top_inst.grid_inst.rows\[0\].cols\[0\].pe_inst.weight_reg\[0\],60.3
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.weight_reg\[0\],60.29
_05507_,60.28
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.weight_reg\[3\],60.195
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.sum_output\[4\],60.18
clknet_leaf_99_clk,60.18
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.sum_output\[5\],60.12
_09217_,60.1
top_inst.axis_in_inst.inbuf_valid,60.04
net229,59.84
_10095_,59.72
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.sum_output\[0\],59.52
_06032_,59.43
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.weight_reg\[5\],59.395
_05291_,59.38
_01297_,59.3
clknet_leaf_144_clk,59.16
clknet_leaf_41_clk,59.12
_09678_,59.08
_08849_,59.07
_08807_,59.02
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.sum_output\[4\],58.84
_10366_,58.78
_09218_,58.75
_11339_,58.66
_07626_,58.62
net717,58.6
_09163_,58.57
_05945_,58.42
_07755_,58.42
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.weight_reg\[1\],58.38
net219,58.29
clknet_leaf_59_clk,58.24
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.weight_reg\[2\],58.1
_07227_,57.98
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.weight_reg\[6\],57.96
_02188_,57.855
top_inst.grid_inst.data_path_wires\[1\]\[7\],57.82
_09137_,57.8
_06105_,57.7
top_inst.grid_inst.data_path_wires\[13\]\[7\],57.66
clknet_leaf_123_clk,57.64
_06658_,57.58
_09180_,57.58
net668,57.49
_09439_,57.4
_07573_,57.36
_06076_,57.28
net1021,57.2
top_inst.grid_inst.data_path_wires\[11\]\[7\],57.1
_11040_,57.075
_01314_,56.94
_10203_,56.9
_11597_,56.9
top_inst.deskew_buff_inst.col_input\[98\],56.72
_10790_,56.7
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.sum_output\[15\],56.66
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.sum_output\[9\],56.66
_10793_,56.58
_02517_,56.52
clknet_leaf_71_clk,56.52
_11263_,56.4
clknet_leaf_79_clk,56.4
net1023,56.4
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.weight_reg\[4\],56.34
_07929_,56.14
top_inst.axis_in_inst.inbuf_bus\[30\],56.05
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.weight_reg\[4\],56
_08022_,55.88
clknet_leaf_45_clk,55.84
_01975_,55.76
_01355_,55.68
_08375_,55.44
clknet_leaf_83_clk,55.42
_05691_,55.4
_11095_,55.38
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.weight_reg\[1\],55.32
top_inst.skew_buff_inst.row\[3\].output_reg\[0\],55.32
_01399_,55.28
_01610_,55.24
net203,55.16
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.weight_reg\[4\],55.08
_02186_,55.04
net510,55.02
_02829_,54.8
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[1\]\[12\],54.72
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.sum_output\[6\],54.54
net1119,54.54
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.weight_reg\[2\],54.5
_08327_,54.38
clknet_leaf_19_clk,54.22
_10236_,54.155
_08094_,54.08
top_inst.grid_inst.rows\[3\].cols\[2\].pe_inst.weight_reg\[5\],54.02
top_inst.axis_out_inst.out_buff_data\[99\],53.98
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.weight_reg\[3\],53.86
_03417_,53.84
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.weight_reg\[1\],53.8
_06825_,53.78
_05611_,53.73
_03891_,53.7
top_inst.axis_in_inst.inbuf_bus\[9\],53.46
_05692_,53.42
_04364_,53.36
_08332_,53.28
_08876_,53.28
_06296_,53.18
net682,53.16
_07043_,53.02
_10575_,53
_03043_,52.97
_09182_,52.88
_11600_,52.88
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.sum_output\[7\],52.68
_07044_,52.52
_08662_,52.4
net1037,52.32
_04868_,52.2
top_inst.grid_inst.rows\[1\].cols\[1\].pe_inst.weight_reg\[1\],52.195
_07468_,52.18
net932,52.18
_06080_,52.16
top_inst.grid_inst.data_path_wires\[12\]\[6\],52.14
_10285_,52.07
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.weight_reg\[5\],52
net264,51.94
_11298_,51.92
_10674_,51.9
_08061_,51.85
_07133_,51.82
_09386_,51.66
top_inst.axis_in_inst.inbuf_bus\[16\],51.66
net807,51.62
_08060_,51.6
_08514_,51.5
_08024_,51.48
top_inst.grid_inst.rows\[1\].cols\[0\].pe_inst.sum_output\[1\],51.34
clknet_leaf_35_clk,51.04
_04602_,51.02
_07546_,50.92
_08977_,50.86
_04388_,50.83
net1012,50.82
_01534_,50.74
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.sum_output\[3\],50.73
net800,50.72
_08337_,50.7
top_inst.deskew_buff_inst.col_input\[32\],50.62
clknet_leaf_6_clk,50.62
_08682_,50.56
_08771_,50.52
_09481_,50.28
_03075_,50.12
_06491_,50.02
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.weight_reg\[2\],49.96
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.sum_output\[8\],49.92
net878,49.88
_05266_,49.75
net999,49.74
_11490_,49.68
_11432_,49.6
_08893_,49.54
_10332_,49.52
_08063_,49.46
_10134_,49.46
_09171_,49.26
_00808_,49.145
_08850_,49.14
_09164_,49.06
_06886_,49.04
net790,49.04
_02388_,48.98
net292,48.88
_01229_,48.86
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.sum_output\[13\],48.8
net216,48.78
_03574_,48.73
_03402_,48.7
_08016_,48.64
_06385_,48.62
_09022_,48.62
_06097_,48.58
_10112_,48.58
_11513_,48.56
top_inst.axis_in_inst.inbuf_bus\[4\],48.52
_10110_,48.39
_07281_,48.38
net239,48.295
top_inst.grid_inst.rows\[1\].cols\[3\].pe_inst.weight_reg\[4\],48.26
_11188_,48.24
top_inst.axis_in_inst.inbuf_bus\[31\],48.2
net469,48.2
_11175_,48.1
top_inst.grid_inst.rows\[2\].cols\[0\].pe_inst.sum_output\[7\],48.02
_01402_,47.92
_06496_,47.76
clknet_leaf_96_clk,47.76
top_inst.grid_inst.rows\[0\].cols\[1\].pe_inst.sum_output\[6\],47.72
_04483_,47.69
_09101_,47.68
net298,47.66
_02508_,47.5
_09677_,47.5
_10926_,47.48
top_inst.grid_inst.rows\[2\].cols\[1\].pe_inst.sum_output\[8\],47.44
net308,47.415
_06060_,47.36
_05992_,47.34
_03649_,47.3
_01397_,47.1
_04060_,47
_07935_,47
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.sum_output\[5\],46.98
_05659_,46.96
top_inst.grid_inst.rows\[3\].cols\[3\].pe_inst.weight_reg\[4\],46.96
top_inst.grid_inst.data_path_wires\[8\]\[6\],46.92
top_inst.grid_inst.data_path_wires\[1\]\[0\],46.82
top_inst.grid_inst.rows\[1\].cols\[3\].pe_inst.weight_reg\[1\],46.79
_11660_,46.72
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.weight_reg\[0\],46.61
_10812_,46.6
_04087_,46.58
clknet_leaf_95_clk,46.54
_08292_,46.48
_10234_,46.4
_08880_,46.3
_09012_,46.3
_01438_,46.26
clknet_leaf_115_clk,46.235
_03004_,46.18
_08738_,46.14
top_inst.grid_inst.rows\[0\].cols\[1\].pe_inst.weight_reg\[4\],46.14
_10175_,46.1
top_inst.grid_inst.rows\[0\].cols\[1\].pe_inst.weight_reg\[0\],45.98
net695,45.98
_04492_,45.94
_11630_,45.94
_05300_,45.92
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.sum_output\[13\],45.92
net648,45.9
_10886_,45.795
_07665_,45.72
net452,45.72
net362,45.7
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.sum_output\[1\],45.68
_09363_,45.6
_10082_,45.6
_03676_,45.58
_04205_,45.48
top_inst.grid_inst.rows\[0\].cols\[1\].pe_inst.sum_output\[12\],45.36
net650,45.32
_05447_,45.28
_08353_,45.275
_07328_,45.26
_04257_,45.2
net286,45.18
top_inst.deskew_buff_inst.col_input\[97\],45.12
_10689_,45.1
net993,45.1
_02908_,45.02
top_inst.grid_inst.data_path_wires\[1\]\[6\],45.02
net266,45.01
_09972_,44.94
clknet_leaf_94_clk,44.94
